Ticker,Close,Date,High,Low,Month,Open,Volume,Daily_return,Baseline,Cum_Return
TRENT,3151.75,2024-01-18 05:30:00,3185.0,3090.0,2024-01,3138.0,439730,0.0012389408643995736,2059.1,0.5306444563158662
TRENT,3210.05,2024-01-19 05:30:00,3218.75,3147.55,2024-01,3169.95,406436,0.018497660030142082,2059.1,0.5589577970958187
TRENT,3192.6,2024-01-20 05:30:00,3252.6,3187.0,2024-01,3229.0,196720,-0.005436052397937763,2059.1,0.5504832208246322
TRENT,3164.15,2024-01-23 05:30:00,3225.75,3150.0,2024-01,3207.0,344687,-0.008911232224519172,2059.1,0.5366665047836434
TRENT,3222.75,2024-01-24 05:30:00,3241.3,3130.0,2024-01,3164.1,339968,0.018519981669642638,2059.1,0.5651255402845904
TRENT,3231.8,2024-01-25 05:30:00,3252.5,3180.0,2024-01,3223.05,489321,0.0028081607322938407,2059.1,0.5695206643679279
TRENT,3246.4,2024-01-29 05:30:00,3295.0,3225.6,2024-01,3248.0,604096,0.00451760628751785,2059.1,0.5766111407896655
TRENT,3054.95,2024-01-30 05:30:00,3275.0,3029.05,2024-01,3263.0,1206541,-0.05897301626416962,2059.1,0.48363362634160556
TRENT,3086.95,2024-01-31 05:30:00,3104.5,2992.3,2024-01,3054.0,986931,0.010474803188268211,2059.1,0.4991743965810305
TRENT,3102.8,2024-02-01 05:30:00,3133.8,3061.55,2024-02,3089.0,742113,0.005134517889826551,2059.1,0.5068719343402459
TRENT,3126.05,2024-02-02 05:30:00,3213.15,3108.0,2024-02,3130.0,892545,0.00749323191955642,2059.1,0.5181632752173281
TRENT,3027.15,2024-02-05 05:30:00,3180.0,3006.7,2024-02,3175.0,808544,-0.031637369843732555,2059.1,0.4701325821961052
TRENT,3035.0,2024-02-06 05:30:00,3121.4,3021.65,2024-02,3025.0,718388,0.0025931982227507255,2059.1,0.4739449273954641
TRENT,3607.5,2024-02-07 05:30:00,3634.7,2955.0,2024-02,3080.0,5846891,0.1886326194398682,2059.1,0.7519790199601769
TRENT,3841.95,2024-02-08 05:30:00,3937.4,3619.65,2024-02,3735.35,7374486,0.06498960498960504,2059.1,0.865839444417464
TRENT,3759.55,2024-02-09 05:30:00,3858.0,3667.1,2024-02,3800.0,2001715,-0.021447442054165156,2059.1,0.8258219610509447
TRENT,3802.05,2024-02-12 05:30:00,3834.65,3700.1,2024-02,3767.8,1087518,0.011304544426859575,2059.1,0.8464620465251811
TRENT,3851.25,2024-02-13 05:30:00,3880.0,3767.0,2024-02,3785.0,1288707,0.01294038742257464,2059.1,0.8703559807682969
TRENT,3921.0,2024-02-14 05:30:00,3950.5,3792.1,2024-02,3802.15,725269,0.01811100292112955,2059.1,0.9042300033995436
TRENT,3952.65,2024-02-15 05:30:00,4006.85,3875.75,2024-02,3931.1,964837,0.008071920428462054,2059.1,0.9196007964644749
TRENT,4024.6,2024-02-16 05:30:00,4036.3,3930.3,2024-02,3970.0,736660,0.018202977749105065,2059.1,0.954543247049682
TRENT,4047.15,2024-02-19 05:30:00,4099.8,4013.7,2024-02,4048.0,374829,0.0056030412960295095,2059.1,0.9654946335777769
TRENT,4025.9,2024-02-20 05:30:00,4074.2,4010.55,2024-02,4057.95,468003,-0.005250608452861849,2059.1,0.9551745908406587
TRENT,3894.75,2024-02-21 05:30:00,4047.05,3873.85,2024-02,4045.1,614056,-0.03257656673042053,2059.1,0.8914817153125153
TRENT,3954.0,2024-02-22 05:30:00,3966.0,3829.7,2024-02,3922.0,1012228,0.01521278644328894,2059.1,0.9202564227089506
TRENT,3885.8,2024-02-23 05:30:00,3950.0,3868.45,2024-02,3950.0,555204,-0.017248356095093564,2059.1,0.8871351561361762
TRENT,3844.6,2024-02-26 05:30:00,3913.95,3824.0,2024-02,3875.0,671311,-0.010602707293221547,2059.1,0.8671264144529164
TRENT,3937.5,2024-02-27 05:30:00,3995.0,3841.8,2024-02,3864.8,861671,0.02416376215991267,2059.1,0.912243213054247
TRENT,3924.8,2024-02-28 05:30:00,3954.95,3885.0,2024-02,3939.95,411252,-0.003225396825396798,2059.1,0.9060754698654754
TRENT,3881.8,2024-02-29 05:30:00,3969.95,3782.0,2024-02,3931.45,1235124,-0.010955972278842263,2059.1,0.885192559856248
TRENT,3901.25,2024-03-01 05:30:00,3928.95,3858.35,2024-03,3924.0,645099,0.005010562110361105,2059.1,0.8946384342673984
TRENT,3909.6,2024-03-02 05:30:00,3935.0,3900.0,2024-03,3922.7,26075,0.002140339634732369,2059.1,0.8986936040017484
TRENT,3919.8,2024-03-04 05:30:00,3936.75,3842.5,2024-03,3909.6,291319,0.0026089625537140115,2059.1,0.9036472245155652
TRENT,3852.3,2024-03-05 05:30:00,3935.85,3845.05,2024-03,3929.5,549270,-0.017220266340119417,2059.1,0.8708659122917781
TRENT,3872.0,2024-03-06 05:30:00,3893.85,3750.25,2024-03,3876.45,1009678,0.0051138281026918975,2059.1,0.880433198970424
TRENT,3952.2,2024-03-07 05:30:00,3978.0,3840.3,2024-03,3890.0,680535,0.020712809917355246,2059.1,0.9193822543829828
TRENT,4004.7,2024-03-11 05:30:00,4243.95,3900.1,2024-03,3982.0,3757634,0.013283740701381497,2059.1,0.9448788305570395
TRENT,4008.6,2024-03-12 05:30:00,4078.6,3957.55,2024-03,4025.8,899570,0.0009738557195295705,2059.1,0.9467728619299695
TRENT,3944.05,2024-03-13 05:30:00,4037.95,3877.5,2024-03,4022.95,968084,-0.016102878810557275,2059.1,0.9154242144626294
TRENT,4081.1,2024-03-14 05:30:00,4105.0,3870.6,2024-03,3900.0,723158,0.03474854527706284,2059.1,0.9819824195036667
TRENT,4063.9,2024-03-15 05:30:00,4145.0,3981.25,2024-03,4051.05,1197832,-0.004214549998774797,2059.1,0.9736292554999758
TRENT,4071.05,2024-03-18 05:30:00,4084.0,4005.9,2024-03,4063.9,328538,0.0017593936858681936,2059.1,0.9771016463503475
TRENT,3955.65,2024-03-19 05:30:00,4088.0,3943.7,2024-03,4080.0,489357,-0.02834649537588585,2059.1,0.921057743674421
TRENT,3965.05,2024-03-20 05:30:00,4004.95,3843.25,2024-03,3971.45,607192,0.0023763477557419144,2059.1,0.9256228449322521
TRENT,4001.85,2024-03-21 05:30:00,4015.7,3957.7,2024-03,3965.0,622994,0.009281093554936115,2059.1,0.9434947307075907
TRENT,3948.6,2024-03-22 05:30:00,4025.0,3921.95,2024-03,4010.0,678055,-0.013306345815060516,2059.1,0.9176339177310476
TRENT,3881.75,2024-03-26 05:30:00,3948.6,3866.05,2024-03,3885.0,844731,-0.016930051157372228,2059.1,0.8851682774027488
TRENT,3875.2,2024-03-27 05:30:00,3922.5,3867.0,2024-03,3882.5,524636,-0.001687383267856002,2059.1,0.8819872759943664
TRENT,3948.0,2024-03-28 05:30:00,3975.0,3875.2,2024-03,3875.2,837624,0.018786127167630173,2059.1,0.9173425282890584
TRENT,3886.8,2024-04-01 05:30:00,3983.4,3869.05,2024-04,3974.95,523250,-0.015501519756838888,2059.1,0.8876208052061582
TRENT,3891.9,2024-04-02 05:30:00,3909.8,3873.25,2024-04,3900.0,604885,0.0013121333744983144,2059.1,0.8900976154630665
TRENT,3922.85,2024-04-03 05:30:00,3947.95,3843.0,2024-04,3885.0,727717,0.007952413988026263,2059.1,0.9051284541790103
TRENT,4003.2,2024-04-04 05:30:00,4028.95,3915.05,2024-04,3950.0,910922,0.0204825573243943,2059.1,0.9441503569520664
TRENT,3932.6,2024-04-05 05:30:00,4052.9,3912.2,2024-04,4009.0,679916,-0.017635891286970407,2059.1,0.9098635326113351
TRENT,3931.85,2024-04-08 05:30:00,3980.0,3923.6,2024-04,3932.6,471027,-0.00019071352286015308,2059.1,0.9094992958088486
TRENT,3902.35,2024-04-09 05:30:00,3958.95,3894.9,2024-04,3958.95,483412,-0.007502829456871418,2059.1,0.8951726482443787
